,unique_id_l,Match_Weight_List_Agg,Match_Probability_List_Agg,Full Address list_agg,Account_Number_List_Agg,Account_Name_List_Agg,Premises_Activity_List_Agg,Local_Authority_List_Agg,unique_id_r_List_Agg,unique_id_r,unique_id_r_1,unique_id_r_2,unique_id_r_3,unique_id_r_4,unique_id_r_5,Custom
197,34813481537GentingCasinosUKLimitedCasinoGlasgowCityCouncilGentingCasinoGlasgow506/516SauchiehallStreetGLASGOWG23LWG2,MW: 29.83352179707409,MP: 0.9999999989547624,"GENTING ELECTRIC GLASGOW, 506-516 SAUCHIEHALL STREET, GLASGOW, G2 3LW",AN: 537,Genting Casinos UK Limited,Casino,Glasgow City Council,35063506537GentingCasinosUKLimitedCasinoGlasgowCityCouncilGentingElectricGlasgow506/516SauchiehallStreetGLASGOWG23LWG2,35063506537GentingCasinosUKLimitedCasinoGlasgowCityCouncilGentingElectricGlasgow506/516SauchiehallStreetGLASGOWG23LWG2,,,,,,
198,34853485537GentingCasinosUKLimitedCasinoLutonBoroughCouncilGentingCasinoLutonSkimpotRoadLUTONLU40JBLU4,MW: 29.83352179707409 / MW: 23.85110051395393 / MW: 23.85110051395393,MP: 0.9999999989547624 / MP: 0.9999999339149402 / MP: 0.9999999339149402,"GENTING ELECTRIC LUTON, SKIMPOT ROAD, LUTON, LU4 0JB / MECCA BINGO MECCA BINGO HALL, SKIMPOT ROAD, LUTON, LU4 0JB / RANK LEISURE LIMITED, SKIMPOT ROAD, LUTON, LU4 0JB",AN: 537 / AN: 2396 / AN: 7701,Genting Casinos UK Limited / Mecca Bingo Limited / Rank Leisure Limited,Casino / Bingo / Adult Gaming Centre,Luton Borough Council / Luton Borough Council / Luton Borough Council,"35073507537GentingCasinosUKLimitedCasinoLutonBoroughCouncilGentingElectricLutonSkimpotRoadLUTONLU40JBLU4 / 619761972396MeccaBingoLimitedBingoLutonBoroughCouncilMeccaBingo,MeccaBingoHallSkimpotRoadLUTONLU40JBLU4 / 714971497701RankLeisureLimitedAdultGamingCentreLutonBoroughCouncilRankLeisureLimitedSkimpotRoadLUTONLU40JBLU4",35073507537GentingCasinosUKLimitedCasinoLutonBoroughCouncilGentingElectricLutonSkimpotRoadLUTONLU40JBLU4,"619761972396MeccaBingoLimitedBingoLutonBoroughCouncilMeccaBingo,MeccaBingoHallSkimpotRoadLUTONLU40JBLU4",714971497701RankLeisureLimitedAdultGamingCentreLutonBoroughCouncilRankLeisureLimitedSkimpotRoadLUTONLU40JBLU4,,,,merge and remove
199,34863486537GentingCasinosUKLimitedCasinoManchesterCityCouncilGentingCasinoManchester110-114PortlandStreet(Premiseslicencenumber099902)MANCHESTERM14RJM1,MW: 26.820290867599866,MP: 0.999999991561059,"GENTING ELECTRIC MANCHESTER, 110-114 PORTLAND STREET (PREMISES LICENCE NUMBER 099904), MANCHESTER, M1 4RJ",AN: 537,Genting Casinos UK Limited,Casino,Manchester City Council,35083508537GentingCasinosUKLimitedCasinoManchesterCityCouncilGentingElectricManchester110-114PortlandStreet(Premiseslicencenumber099904)MANCHESTERM14RJM1,35083508537GentingCasinosUKLimitedCasinoManchesterCityCouncilGentingElectricManchester110-114PortlandStreet(Premiseslicencenumber099904)MANCHESTERM14RJM1,,,,,,
200,35073507537GentingCasinosUKLimitedCasinoLutonBoroughCouncilGentingElectricLutonSkimpotRoadLUTONLU40JBLU4,MW: 23.85110051395393 / MW: 23.85110051395393,MP: 0.9999999339149402 / MP: 0.9999999339149402,"MECCA BINGO MECCA BINGO HALL, SKIMPOT ROAD, LUTON, LU4 0JB / RANK LEISURE LIMITED, SKIMPOT ROAD, LUTON, LU4 0JB",AN: 2396 / AN: 7701,Mecca Bingo Limited / Rank Leisure Limited,Bingo / Adult Gaming Centre,Luton Borough Council / Luton Borough Council,"619761972396MeccaBingoLimitedBingoLutonBoroughCouncilMeccaBingo,MeccaBingoHallSkimpotRoadLUTONLU40JBLU4 / 714971497701RankLeisureLimitedAdultGamingCentreLutonBoroughCouncilRankLeisureLimitedSkimpotRoadLUTONLU40JBLU4","619761972396MeccaBingoLimitedBingoLutonBoroughCouncilMeccaBingo,MeccaBingoHallSkimpotRoadLUTONLU40JBLU4",714971497701RankLeisureLimitedAdultGamingCentreLutonBoroughCouncilRankLeisureLimitedSkimpotRoadLUTONLU40JBLU4,,,,,merge and remove
201,3518351834161GrosvenorCasinos(GC)LimitedCasinoGlasgowCityCouncilGlasgowElectric1GrosvenorCasino16-18GlassfordStreetGLASGOWG11ULG1,MW: 29.83352179707409 / MW: 26.80662331309682,MP: 0.9999999989547624 / MP: 0.9999999914807316,"GLASGOW-MERCHANT CITY GROSVENOR CASINO, 16-18 GLASSFORD STREET, GLASGOW, G1 1UL / GLASGOW ELECTRIC 2 GROSVENOR  CASINO, 18 GLASSFORD STREET, GLASGOW, G1 1UL",AN: 34161 / AN: 34161,Grosvenor Casinos (GC) Limited / Grosvenor Casinos (GC) Limited,Casino / Casino,Glasgow City Council / Glasgow City Council,3520352034161GrosvenorCasinos(GC)LimitedCasinoGlasgowCityCouncilGlasgow-MerchantCityGrosvenorCasino16-18GlassfordStreetGLASGOWG11ULG1 / 3519351934161GrosvenorCasinos(GC)LimitedCasinoGlasgowCityCouncilGlasgowElectric2GrosvenorCasino18GlassfordStreetGLASGOWG11ULG1,3520352034161GrosvenorCasinos(GC)LimitedCasinoGlasgowCityCouncilGlasgow-MerchantCityGrosvenorCasino16-18GlassfordStreetGLASGOWG11ULG1,3519351934161GrosvenorCasinos(GC)LimitedCasinoGlasgowCityCouncilGlasgowElectric2GrosvenorCasino18GlassfordStreetGLASGOWG11ULG1,,,,,merge and remove
202,3521352133465GamingGroupLimitedCasinoGlasgowCityCouncilGlasgow-RiverboatElectricCasino61BroomielawGLASGOWG14RJG1,MW: 25.24756509506378,MP: 0.9999999748970028,"GLASGOW-RIVERBOAT GROSVENOR CASINO, 61 BROOMIELAW, GLASGOW, G1 4RJ",AN: 34161,Grosvenor Casinos (GC) Limited,Casino,Glasgow City Council,3522352234161GrosvenorCasinos(GC)LimitedCasinoGlasgowCityCouncilGlasgow-RiverboatGrosvenorCasino61BroomielawGLASGOWG14RJG1,3522352234161GrosvenorCasinos(GC)LimitedCasinoGlasgowCityCouncilGlasgow-RiverboatGrosvenorCasino61BroomielawGLASGOWG14RJG1,,,,,,
203,352535254592Holkham(UK)LimitedAdultGamingCentreGreatYarmouthBoroughCouncilGoldRush35MarineParadeGREATYARMOUTHNR302ENNR30,MW: 25.423826286490016 / MW: 22.234334165589555,MP: 0.9999999777840098 / MP: 0.999999797325834,"YESTERDAYS WORLD, 34 MARINE PARADE, GREAT YARMOUTH, NR30 2EN / THE MINT, 31 MARINE PARADE, GREAT YARMOUTH, NR30 2EN",AN: 4592 / AN: 2905,Holkham (UK) Limited / Thurston Management Services Limited,Family Entertainment Centre / Adult Gaming Centre,Great Yarmouth Borough Council / Great Yarmouth Borough Council,910191014592Holkham(UK)LimitedFamilyEntertainmentCentreGreatYarmouthBoroughCouncilYesterdaysWorld34MarineParadeGREATYARMOUTHNR302ENNR30 / 757775772905ThurstonManagementServicesLimitedAdultGamingCentreGreatYarmouthBoroughCouncilTheMint31MarineParadeGREATYARMOUTHNR302ENNR30,910191014592Holkham(UK)LimitedFamilyEntertainmentCentreGreatYarmouthBoroughCouncilYesterdaysWorld34MarineParadeGREATYARMOUTHNR302ENNR30,757775772905ThurstonManagementServicesLimitedAdultGamingCentreGreatYarmouthBoroughCouncilTheMint31MarineParadeGREATYARMOUTHNR302ENNR30,,,,,merge and remove
204,353535351080SilcockLeisureGroupLimitedAdultGamingCentreSeftonMetropolitanBoroughCouncilGoldenSovereignArcade39-41NevillStreetSOUTHPORTPR90DEPR9,MW: 28.43705721596424,MP: 0.9999999972483524,"SILCOCK LEISURE GROUP LTD, 39-41 NEVILL STREET, SOUTHPORT, PR9 0DE",AN: 1080,Silcock Leisure Group Limited,Family Entertainment Centre,Sefton Metropolitan Borough Council,739073901080SilcockLeisureGroupLimitedFamilyEntertainmentCentreSeftonMetropolitanBoroughCouncilSilcockLeisureGroupLtd39-41NevillStreetSOUTHPORTPR90DEPR9,739073901080SilcockLeisureGroupLimitedFamilyEntertainmentCentreSeftonMetropolitanBoroughCouncilSilcockLeisureGroupLtd39-41NevillStreetSOUTHPORTPR90DEPR9,,,,,,
205,3542354252732CityGamingLimitedAdultGamingCentreSouthamptonCityCouncilGoldenTouch6HighStreetSOUTHAMPTONSO142DHSO14,MW: 25.24756509506378,MP: 0.9999999748970028,"QUICKSILVER, 6 HIGH STREET, SOUTHAMPTON, SO14 2DH",AN: 1191,Talarius Limited,Adult Gaming Centre,Southampton City Council,698769871191TalariusLimitedAdultGamingCentreSouthamptonCityCouncilQuicksilver6HighStreetSOUTHAMPTONSO142DHSO14,698769871191TalariusLimitedAdultGamingCentreSouthamptonCityCouncilQuicksilver6HighStreetSOUTHAMPTONSO142DHSO14,,,,,,
206,3545354521483GR8ODDSLimitedBettingShopLondonBoroughofBrentGr8odds558HighRoadWEMBLEYHA02AAHA0,MW: 22.234334165589555,MP: 0.999999797325834,"PADDY POWER, 554 HIGH ROAD, WEMBLEY, HA0 2AA",AN: 1034,Power Leisure Bookmakers Limited,Betting Shop,London Borough of Brent,670467041034PowerLeisureBookmakersLimitedBettingShopLondonBoroughofBrentPaddyPower554HighRoadWEMBLEYHA02AAHA0,670467041034PowerLeisureBookmakersLimitedBettingShopLondonBoroughofBrentPaddyPower554HighRoadWEMBLEYHA02AAHA0,,,,,,
207,35463546664F&MAutomaticAmusementMachinesLimitedAdultGamingCentreCornwallCouncilGrandCasinoPromenadePENZANCETR184HHTR18,MW: 31.80578393073608,MP: 0.999999999733618,"GRAND CASINO, PROMENADE, PENZANCE, TR18 4HH",AN: 664,F & M Automatic Amusement Machines Limited,Family Entertainment Centre,Cornwall Council,35473547664F&MAutomaticAmusementMachinesLimitedFamilyEntertainmentCentreCornwallCouncilGrandCasinoPromenadePENZANCETR184HHTR18,35473547664F&MAutomaticAmusementMachinesLimitedFamilyEntertainmentCentreCornwallCouncilGrandCasinoPromenadePENZANCETR184HHTR18,,,,,,
208,35483548403GrandPierLimitedAdultGamingCentreNorthSomersetCouncilGrandPierLtdMarineParadeWESTON-SUPER-MAREBS231ALBS23,MW: 31.80578393073608 / MW: 21.96669784310152,MP: 0.999999999733618 / MP: 0.9999997560139828,"GRAND PIER LTD, MARINE PARADE, WESTON-SUPER-MARE, BS23 1AL / GRAND PIER LTD, AGC 1 MARINE PARADE, WESTON-SUPER-MARE, BS23 1AL",AN: 403 / AN: 403,Grand Pier Limited / Grand Pier Limited,Family Entertainment Centre / Adult Gaming Centre,North Somerset Council / North Somerset Council,"35493549403GrandPierLimitedFamilyEntertainmentCentreNorthSomersetCouncilGrandPierLtdMarineParadeWESTON-SUPER-MAREBS231ALBS23 / 35503550403GrandPierLimitedAdultGamingCentreNorthSomersetCouncilGrandPierLtdAgc1,MarineParadeWESTON-SUPER-MAREBS231ALBS23",35493549403GrandPierLimitedFamilyEntertainmentCentreNorthSomersetCouncilGrandPierLtdMarineParadeWESTON-SUPER-MAREBS231ALBS23,"35503550403GrandPierLimitedAdultGamingCentreNorthSomersetCouncilGrandPierLtdAgc1,MarineParadeWESTON-SUPER-MAREBS231ALBS23",,,,,merge and remove
209,35603560614GrosvenorCasinosLimitedAdultGamingCentreBoltonMetropolitanBoroughCouncilGrosvenorCasino-AGCOrmrodStreetBOLTONBL35DJBL3,MW: 25.24756509506378 / MW: 23.85110051395393,MP: 0.9999999748970028 / MP: 0.9999999339149402,"RANK LEISURE LIMITED, ORMROD STREET, BOLTON, BL3 5DJ / MECCA BINGO CLUBS, ORMROD STREET, BOLTON, BL3 5DJ",AN: 7701 / AN: 2396,Rank Leisure Limited / Mecca Bingo Limited,Adult Gaming Centre / Bingo,Bolton Metropolitan Borough Council / Bolton Metropolitan Borough Council,714271427701RankLeisureLimitedAdultGamingCentreBoltonMetropolitanBoroughCouncilRankLeisureLimitedOrmrodStreetBOLTONBL35DJBL3 / 619661962396MeccaBingoLimitedBingoBoltonMetropolitanBoroughCouncilMeccaBingoClubsOrmrodStreetBOLTONBL35DJBL3,714271427701RankLeisureLimitedAdultGamingCentreBoltonMetropolitanBoroughCouncilRankLeisureLimitedOrmrodStreetBOLTONBL35DJBL3,619661962396MeccaBingoLimitedBingoBoltonMetropolitanBoroughCouncilMeccaBingoClubsOrmrodStreetBOLTONBL35DJBL3,,,,,merge and remove
210,3562356233465GamingGroupLimitedCasinoNottinghamCityCouncilGrosvenorNottinghamElectricCasino24MaidMarianWayNOTTINGHAMNG16HSNG1,MW: 25.24756509506378,MP: 0.9999999748970028,"NOTTINGHAM GROSVENOR CASINO, 4 MAID MARIAN WAY, NOTTINGHAM, NG1 6HS",AN: 34161,Grosvenor Casinos (GC) Limited,Casino,Nottingham City Council,6456645634161GrosvenorCasinos(GC)LimitedCasinoNottinghamCityCouncilNottinghamGrosvenorCasino4MaidMarianWayNOTTINGHAMNG16HSNG1,6456645634161GrosvenorCasinos(GC)LimitedCasinoNottinghamCityCouncilNottinghamGrosvenorCasino4MaidMarianWayNOTTINGHAMNG16HSNG1,,,,,,
211,3564356438402NewbridgeAmusementsLimitedAdultGamingCentreGloucesterCityCouncilGroundFloor49-51NorthgateStreetGLOUCESTERGL12AJGL1,MW: 25.24756509506378,MP: 0.9999999748970028,"QUICKSILVER, 49-51 NORTHGATE STREET, GLOUCESTER, GL1 2AJ",AN: 1191,Talarius Limited,Adult Gaming Centre,Gloucester City Council,708870881191TalariusLimitedAdultGamingCentreGloucesterCityCouncilQuicksilver49-51NorthgateStreetGLOUCESTERGL12AJGL1,708870881191TalariusLimitedAdultGamingCentreGloucesterCityCouncilQuicksilver49-51NorthgateStreetGLOUCESTERGL12AJGL1,,,,,,
212,"356635662457H.B.LeisureLimitedFamilyEntertainmentCentreConwyCountyBoroughCouncilH.B.LeisureLimitedRoyalArcade,82MostynStreetLLANDUDNOLL302SBLL30",MW: 31.80578393073608 / MW: 21.96669784310152,MP: 0.999999999733618 / MP: 0.9999997560139828,"H. B. LEISURE LIMITED, ROYAL ARCADE 82 MOSTYN STREET, LLANDUDNO, LL30 2SB / H. B. LEISURE LIMITED, 5TH AVENUE AMUSEMENTS 6-8 MOSTYN STREET, LLANDUDNO, LL30 2SB",AN: 2457 / AN: 2457,H. B. Leisure Limited / H. B. Leisure Limited,Adult Gaming Centre / Family Entertainment Centre,Conwy County Borough Council / Conwy County Borough Council,"356735672457H.B.LeisureLimitedAdultGamingCentreConwyCountyBoroughCouncilH.B.LeisureLimitedRoyalArcade,82MostynStreetLLANDUDNOLL302SBLL30 / 357635762457H.B.LeisureLimitedFamilyEntertainmentCentreConwyCountyBoroughCouncilH.B.LeisureLimited5thAvenueAmusements,6-8MostynStreetLLANDUDNOLL302SBLL30","356735672457H.B.LeisureLimitedAdultGamingCentreConwyCountyBoroughCouncilH.B.LeisureLimitedRoyalArcade,82MostynStreetLLANDUDNOLL302SBLL30","357635762457H.B.LeisureLimitedFamilyEntertainmentCentreConwyCountyBoroughCouncilH.B.LeisureLimited5thAvenueAmusements,6-8MostynStreetLLANDUDNOLL302SBLL30",,,,,merge and remove
213,"356735672457H.B.LeisureLimitedAdultGamingCentreConwyCountyBoroughCouncilH.B.LeisureLimitedRoyalArcade,82MostynStreetLLANDUDNOLL302SBLL30",MW: 21.96669784310152,MP: 0.9999997560139828,"H. B. LEISURE LIMITED, 5TH AVENUE AMUSEMENTS 6-8 MOSTYN STREET, LLANDUDNO, LL30 2SB",AN: 2457,H. B. Leisure Limited,Adult Gaming Centre,Conwy County Borough Council,"357035702457H.B.LeisureLimitedAdultGamingCentreConwyCountyBoroughCouncilH.B.LeisureLimited5thAvenueAmusements,6-8MostynStreetLLANDUDNOLL302SBLL30","357035702457H.B.LeisureLimitedAdultGamingCentreConwyCountyBoroughCouncilH.B.LeisureLimited5thAvenueAmusements,6-8MostynStreetLLANDUDNOLL302SBLL30",,,,,,
214,"357035702457H.B.LeisureLimitedAdultGamingCentreConwyCountyBoroughCouncilH.B.LeisureLimited5thAvenueAmusements,6-8MostynStreetLLANDUDNOLL302SBLL30",MW: 31.80578393073608,MP: 0.999999999733618,"H. B. LEISURE LIMITED, 5TH AVENUE AMUSEMENTS 6-8 MOSTYN STREET, LLANDUDNO, LL30 2SB",AN: 2457,H. B. Leisure Limited,Family Entertainment Centre,Conwy County Borough Council,"357635762457H.B.LeisureLimitedFamilyEntertainmentCentreConwyCountyBoroughCouncilH.B.LeisureLimited5thAvenueAmusements,6-8MostynStreetLLANDUDNOLL302SBLL30","357635762457H.B.LeisureLimitedFamilyEntertainmentCentreConwyCountyBoroughCouncilH.B.LeisureLimited5thAvenueAmusements,6-8MostynStreetLLANDUDNOLL302SBLL30",,,,,,
215,"357335732457H.B.LeisureLimitedFamilyEntertainmentCentreStaffordshireMoorlandsDistrictCouncilH.B.LeisureLimitedXciteGames,AltonTowersLtd,AltonTowers,AltonSTOKE-ON-TRENTST104DBST10",MW: 21.96669784310152,MP: 0.9999997560139828,"H. B. LEISURE LIMITED, MERRY MAHEM ALTON TOWERS LTD ALTON TOWERS ALTON, STOKE-ON-TRENT, ST10 4DB",AN: 2457,H. B. Leisure Limited,Family Entertainment Centre,Staffordshire Moorlands District Council,"357435742457H.B.LeisureLimitedFamilyEntertainmentCentreStaffordshireMoorlandsDistrictCouncilH.B.LeisureLimitedMerryMahem,AltonTowersLtd,AltonTowers,AltonSTOKE-ON-TRENTST104DBST10","357435742457H.B.LeisureLimitedFamilyEntertainmentCentreStaffordshireMoorlandsDistrictCouncilH.B.LeisureLimitedMerryMahem,AltonTowersLtd,AltonTowers,AltonSTOKE-ON-TRENTST104DBST10",,,,,,
216,3578357825076PeterMaxwellJonesAdultGamingCentrePlymouthCityCouncilH.Jâ€™SCasinoSlots113MayflowerStreetPLYMOUTHPL11SDPL1,MW: 29.83352179707409,MP: 0.9999999989547624,"HENRY JS, 113 MAYFLOWER STREET, PLYMOUTH, PL1 1SD",AN: 25076,Peter Maxwell Jones,Adult Gaming Centre,Plymouth City Council,3627362725076PeterMaxwellJonesAdultGamingCentrePlymouthCityCouncilHenryJS113MayflowerStreetPLYMOUTHPL11SDPL1,3627362725076PeterMaxwellJonesAdultGamingCentrePlymouthCityCouncilHenryJS113MayflowerStreetPLYMOUTHPL11SDPL1,,,,,,
217,35843584812HarkerLeisureLimitedAdultGamingCentreDenbighshireCountyCouncilHarkerLeisureLimited18AWestParadeRHYLLL181HELL18,MW: 30.189017582371704,MP: 0.9999999991830412,"HARKER LEISURE LIMITED, 18B WEST PARADE, RHYL, LL18 1HE",AN: 812,Harker Leisure Limited,Adult Gaming Centre,Denbighshire County Council,35853585812HarkerLeisureLimitedAdultGamingCentreDenbighshireCountyCouncilHarkerLeisureLimited18BWestParadeRHYLLL181HELL18,35853585812HarkerLeisureLimitedAdultGamingCentreDenbighshireCountyCouncilHarkerLeisureLimited18BWestParadeRHYLLL181HELL18,,,,,,
218,35903590657TicketGrangeLimitedAdultGamingCentreEastLindseyDistrictCouncilHarrisAmusements36-42LumleyRoadSKEGNESSPE252NGPE25,MW: 24.681246467709485 / MW: 21.96669784310152,MP: 0.9999999628289812 / MP: 0.9999997560139828,"HARRIS AMUSEMENTS, 36-42 LUMLEY ROAD, SKEGNESS, PE25 3NG / HARRIS AMUSEMENTS, 36-42 HARRIS AMUSEMENTS (AGC2) LUMLEY ROAD, SKEGNESS, PE25 2NG",AN: 657 / AN: 657,TicketGrange Limited / TicketGrange Limited,Family Entertainment Centre / Adult Gaming Centre,East Lindsey District Council / East Lindsey District Council,"35913591657TicketGrangeLimitedFamilyEntertainmentCentreEastLindseyDistrictCouncilHarrisAmusements36-42LumleyRoadSKEGNESSPE253NGPE25 / 35933593657TicketGrangeLimitedAdultGamingCentreEastLindseyDistrictCouncilHarrisAmusements36-42,HarrisAmusements(Agc2),LumleyRoadSKEGNESSPE252NGPE25",35913591657TicketGrangeLimitedFamilyEntertainmentCentreEastLindseyDistrictCouncilHarrisAmusements36-42LumleyRoadSKEGNESSPE253NGPE25,"35933593657TicketGrangeLimitedAdultGamingCentreEastLindseyDistrictCouncilHarrisAmusements36-42,HarrisAmusements(Agc2),LumleyRoadSKEGNESSPE252NGPE25",,,,,merge and remove
219,35913591657TicketGrangeLimitedFamilyEntertainmentCentreEastLindseyDistrictCouncilHarrisAmusements36-42LumleyRoadSKEGNESSPE253NGPE25,MW: 25.24756509506378,MP: 0.9999999748970028,"HARRIS AMUSEMENTS FEC2, 36-42 LUMLEY ROAD, SKEGNESS, PE25 3NG",AN: 60717,Springstate Limited,Family Entertainment Centre,East Lindsey District Council,3605360560717SpringstateLimitedFamilyEntertainmentCentreEastLindseyDistrictCouncilHarrisAmusementsFEC236-42LumleyRoadSKEGNESSPE253NGPE25,3605360560717SpringstateLimitedFamilyEntertainmentCentreEastLindseyDistrictCouncilHarrisAmusementsFEC236-42LumleyRoadSKEGNESSPE253NGPE25,,,,,,
220,35963596657TicketGrangeLimitedFamilyEntertainmentCentreEastLindseyDistrictCouncilHarrisAmusements27HighStreetSKEGNESSPE253NYPE25,MW: 25.24756509506378,MP: 0.9999999748970028,"HARRIS AMUSEMENTS (FEC), 27 HIGH STREET, SKEGNESS, PE25 3NY",AN: 60717,Springstate Limited,Family Entertainment Centre,East Lindsey District Council,3604360460717SpringstateLimitedFamilyEntertainmentCentreEastLindseyDistrictCouncilHarrisAmusements(FEC)27HighStreetSkegnessPE253NYPE25,3604360460717SpringstateLimitedFamilyEntertainmentCentreEastLindseyDistrictCouncilHarrisAmusements(FEC)27HighStreetSkegnessPE253NYPE25,,,,,,
221,"3599359960717SpringstateLimitedAdultGamingCentreEastLindseyDistrictCouncilHarrisAmusementsAGC2,36-42LumleyRoadSKEGNESSPE253NGPE25",MW: 30.189017582371704 / MW: 21.96669784310152,MP: 0.9999999991830412 / MP: 0.9999997560139828,"HARRIS AMUSEMENTS, AGC 1 36-42 LUMLEY ROAD, SKEGNESS, PE25 3NG / HARRIS AMUSEMENTS, 44-46 LUMLEY ROAD, SKEGNESS, PE25 3NG",AN: 60717 / AN: 60717,Springstate Limited / Springstate Limited,Adult Gaming Centre / Adult Gaming Centre,East Lindsey District Council / East Lindsey District Council,"3601360160717SpringstateLimitedAdultGamingCentreEastLindseyDistrictCouncilHarrisAmusementsAGC1,36-42LumleyRoadSKEGNESSPE253NGPE25 / 3600360060717SpringstateLimitedAdultGamingCentreEastLindseyDistrictCouncilHarrisAmusements44-46LumleyRoadSKEGNESSPE253NGPE25","3601360160717SpringstateLimitedAdultGamingCentreEastLindseyDistrictCouncilHarrisAmusementsAGC1,36-42LumleyRoadSKEGNESSPE253NGPE25",3600360060717SpringstateLimitedAdultGamingCentreEastLindseyDistrictCouncilHarrisAmusements44-46LumleyRoadSKEGNESSPE253NGPE25,,,,,merge and remove
222,3600360060717SpringstateLimitedAdultGamingCentreEastLindseyDistrictCouncilHarrisAmusements44-46LumleyRoadSKEGNESSPE253NGPE25,MW: 28.43705721596424 / MW: 21.96669784310152,MP: 0.9999999972483524 / MP: 0.9999997560139828,"HARRIS AMUSEMENTS (FEC), 44-46 LUMLEY ROAD, SKEGNESS, PE25 3NG / HARRIS AMUSEMENTS, AGC 1 36-42 LUMLEY ROAD, SKEGNESS, PE25 3NG",AN: 60717 / AN: 60717,Springstate Limited / Springstate Limited,Family Entertainment Centre / Adult Gaming Centre,East Lindsey District Council / East Lindsey District Council,"3603360360717SpringstateLimitedFamilyEntertainmentCentreEastLindseyDistrictCouncilHarrisAmusements(FEC)44-46LumleyRoadSKEGNESSPE253NGPE25 / 3601360160717SpringstateLimitedAdultGamingCentreEastLindseyDistrictCouncilHarrisAmusementsAGC1,36-42LumleyRoadSKEGNESSPE253NGPE25",3603360360717SpringstateLimitedFamilyEntertainmentCentreEastLindseyDistrictCouncilHarrisAmusements(FEC)44-46LumleyRoadSKEGNESSPE253NGPE25,"3601360160717SpringstateLimitedAdultGamingCentreEastLindseyDistrictCouncilHarrisAmusementsAGC1,36-42LumleyRoadSKEGNESSPE253NGPE25",,,,,merge and remove
223,3603360360717SpringstateLimitedFamilyEntertainmentCentreEastLindseyDistrictCouncilHarrisAmusements(FEC)44-46LumleyRoadSKEGNESSPE253NGPE25,MW: 23.640285293020817,MP: 0.9999999235169872,"HARRIS AMUSEMENTS FEC2, 36-42 LUMLEY ROAD, SKEGNESS, PE25 3NG",AN: 60717,Springstate Limited,Family Entertainment Centre,East Lindsey District Council,3605360560717SpringstateLimitedFamilyEntertainmentCentreEastLindseyDistrictCouncilHarrisAmusementsFEC236-42LumleyRoadSKEGNESSPE253NGPE25,3605360560717SpringstateLimitedFamilyEntertainmentCentreEastLindseyDistrictCouncilHarrisAmusementsFEC236-42LumleyRoadSKEGNESSPE253NGPE25,,,,,,
224,361236122662CharlesHart&LorraineHartFamilyEntertainmentCentreBlackpoolBoroughCouncilHartsAmusements214-222QueensPromenadeBLACKPOOLFY29HPFY2,MW: 33.20224851184593,MP: 0.9999999998988124,"HARTS AMUSEMENTS, 214-222 QUEENS PROMENADE, BLACKPOOL, FY2 9HP",AN: 2662,Charles Hart & Lorraine Hart,Family Entertainment Centre,Blackpool Borough Council,361336132662CharlesHart&LorraineHartFamilyEntertainmentCentreBlackpoolBoroughCouncilHartsAmusements214-222QueensPromenadeBLACKPOOLFY29HPFY2,361336132662CharlesHart&LorraineHartFamilyEntertainmentCentreBlackpoolBoroughCouncilHartsAmusements214-222QueensPromenadeBLACKPOOLFY29HPFY2,,,,,,
225,"361636162899HavenLeisureLimitedBingoScarboroughBoroughCouncilHavenLeisureLimitedPrimroseValleyHolidayPark,PrimroseValleyFILEYYO149RFYO14",MW: 23.85110051395393,MP: 0.9999999339149402,"INSPIRED GAMING (UK) LIMITED, PRIMROSE VALLEY HOLIDAY PARK PRIMROSE VALLEY, FILEY, YO14 9RF",AN: 1090,Inspired Gaming (UK) Limited,Family Entertainment Centre,Scarborough Borough Council,"366536651090InspiredGaming(UK)LimitedFamilyEntertainmentCentreScarboroughBoroughCouncilInspiredGaming(UK)LimitedPrimroseValleyHolidayPark,PrimroseValleyFILEYYO149RFYO14","366536651090InspiredGaming(UK)LimitedFamilyEntertainmentCentreScarboroughBoroughCouncilInspiredGaming(UK)LimitedPrimroseValleyHolidayPark,PrimroseValleyFILEYYO149RFYO14",,,,,,
226,"361936192098BandaiNamcoAmusementEuropeLimitedFamilyEntertainmentCentreGreatYarmouthBoroughCouncilHavenLeisureLtd,SeashoreHolidayParkNorthDriveGREATYARMOUTHNR304HGNR30",MW: 28.43705721596424,MP: 0.9999999972483524,"SEASHORE HOLIDAY PARK, NORTH DRIVE, GREAT YARMOUTH, NR30 4HG",AN: 2098,Bandai Namco Amusement Europe Limited,Adult Gaming Centre,Great Yarmouth Borough Council,732673262098BandaiNamcoAmusementEuropeLimitedAdultGamingCentreGreatYarmouthBoroughCouncilSeashoreHolidayParkNorthDriveGREATYARMOUTHNR304HGNR30,732673262098BandaiNamcoAmusementEuropeLimitedAdultGamingCentreGreatYarmouthBoroughCouncilSeashoreHolidayParkNorthDriveGREATYARMOUTHNR304HGNR30,,,,,,
