,unique_id_l,Match_Weight_List_Agg,Match_Probability_List_Agg,Full Address list_agg,Account_Number_List_Agg,Account_Name_List_Agg,Premises_Activity_List_Agg,Local_Authority_List_Agg,unique_id_r_List_Agg,unique_id_r,unique_id_r_1,unique_id_r_2,unique_id_r_3,unique_id_r_4,unique_id_r_5,Custom
0,"100110011058DoneBrothers(CashBetting)LimitedBettingShopSalfordCityCouncilBetfredUnit21-23TheParade,SwintonMANCHESTERM274BHM27",MW: 21.96669784310152,MP: 0.9999997560139828,"BETFRED, 21 THE PARADE SWINTON, MANCHESTER, M27 4BH",AN: 1058,Done Brothers (Cash Betting) Limited,Betting Shop,Salford City Council,"5375371058DoneBrothers(CashBetting)LimitedBettingShopSalfordCityCouncilBetfred21TheParade,SwintonMANCHESTERM274BHM27","5375371058DoneBrothers(CashBetting)LimitedBettingShopSalfordCityCouncilBetfred21TheParade,SwintonMANCHESTERM274BHM27",,,,,,
1,100310031058DoneBrothers(CashBetting)LimitedBettingShopHertsmereBoroughCouncilBetfred199ShenleyRoadBOREHAMWOODWD61ATWD6,MW: 23.064480119345117,MP: 0.9999998860013783,"BETFRED, 159 SHENLEY ROAD, BOREHAMWOOD, WD6 1AH",AN: 1058,Done Brothers (Cash Betting) Limited,Betting Shop,Hertsmere Borough Council,135313531058DoneBrothers(CashBetting)LimitedBettingShopHertsmereBoroughCouncilBetfred159ShenleyRoadBOREHAMWOODWD61AHWD6,135313531058DoneBrothers(CashBetting)LimitedBettingShopHertsmereBoroughCouncilBetfred159ShenleyRoadBOREHAMWOODWD61AHWD6,,,,,,
2,101046777SJRPInvestmentsLimitedAdultGamingCentreSandwellMetropolitanBoroughCouncil182HighStreetnanWESTBROMWICHB707QSB70,MW: 31.80578393073608,MP: 0.999999999733618,"182 HIGH STREET, NAN, WEST BROMWICH, B70 7QS",AN: 46777,SJRP Investments Limited,Bingo,Sandwell Metropolitan Borough Council,9946777SJRPInvestmentsLimitedBingoSandwellMetropolitanBoroughCouncil182HighStreetnanWESTBROMWICHB707QSB70,9946777SJRPInvestmentsLimitedBingoSandwellMetropolitanBoroughCouncil182HighStreetnanWESTBROMWICHB707QSB70,,,,,,
3,102810281058DoneBrothers(CashBetting)LimitedBettingShopDoncasterMetropolitanBoroughCouncilBetfred15&part16-18YorkSquareMEXBOROUGHS649DGS64,MW: 21.96669784310152,MP: 0.9999997560139828,"BETFRED, 15 YORK SQUARE   HIGH STREET, MEXBOROUGH, S64 9DG",AN: 1058,Done Brothers (Cash Betting) Limited,Betting Shop,Doncaster Metropolitan Borough Council,9459451058DoneBrothers(CashBetting)LimitedBettingShopDoncasterMetropolitanBoroughCouncilBetfred15YorkSquareHighStreetMEXBOROUGHS649DGS64,9459451058DoneBrothers(CashBetting)LimitedBettingShopDoncasterMetropolitanBoroughCouncilBetfred15YorkSquareHighStreetMEXBOROUGHS649DGS64,,,,,,
4,1031031551AllanJohnWilcoxBettingShopCityofCardiffCouncilAlanWilcoxRacing344CowbridgeRoadEastCARDIFFCF51HDCF5,MW: 38.04217398184123,MP: 0.9999999999964668,"ALLAN WILCOX RACING, 344 COWBRIDGE ROAD EAST, CARDIFF, CF5 1HD",AN: 1551,Allan John Wilcox,Betting Shop,City of Cardiff Council,1061061551AllanJohnWilcoxBettingShopCityofCardiffCouncilAllanWilcoxRacing344CowbridgeRoadEastCARDIFFCF51HDCF5,1061061551AllanJohnWilcoxBettingShopCityofCardiffCouncilAllanWilcoxRacing344CowbridgeRoadEastCARDIFFCF51HDCF5,,,,,,
5,"103210321058DoneBrothers(CashBetting)LimitedBettingShopSunderlandCityCouncilBetfred10FrontStreet,Hetton-le-HoleHOUGHTONLESPRINGDH59PFDH5",MW: 22.234334165589555,MP: 0.999999797325834,"CORAL RACING LIMITED, 11 FRONT STREET HETTON-LE-HOLE, HOUGHTON LE SPRING, DH5 9PF",AN: 1611,Ladbrokes Betting & Gaming Limited,Betting Shop,Sunderland City Council,"269726971611LadbrokesBetting&GamingLimitedBettingShopSunderlandCityCouncilCoralRacingLimited11FrontStreet,Hetton-Le-HoleHOUGHTONLESPRINGDH59PFDH5","269726971611LadbrokesBetting&GamingLimitedBettingShopSunderlandCityCouncilCoralRacingLimited11FrontStreet,Hetton-Le-HoleHOUGHTONLESPRINGDH59PFDH5",,,,,,
6,104510451058DoneBrothers(CashBetting)LimitedBettingShopEastSuffolkCouncilBetfred99HamiltonRoadFELIXSTOWEIP117BLIP11,MW: 26.07771104881933,MP: 0.9999999858802584,"BETFRED, 99 HAMILTON ROAD, FELIXSTOWE, IP11 7DU",AN: 1058,Done Brothers (Cash Betting) Limited,Betting Shop,East Suffolk Council,111211121058DoneBrothers(CashBetting)LimitedBettingShopEastSuffolkCouncilBetfred99HamiltonRoadFELIXSTOWEIP117DUIP11,111211121058DoneBrothers(CashBetting)LimitedBettingShopEastSuffolkCouncilBetfred99HamiltonRoadFELIXSTOWEIP117DUIP11,,,,,,
7,"105310531058DoneBrothers(CashBetting)LimitedBettingShopSunderlandCityCouncilBetfredUnit2,57FawcettStreetSUNDERLANDSR11SESR1",MW: 30.189017582371704,MP: 0.9999999991830412,"BETFRED, UNIT 2  57 FAWCETT STREET, SUNDERLAND, SR1 1SE",AN: 1058,Done Brothers (Cash Betting) Limited,Betting Shop,Sunderland City Council,9539531058DoneBrothers(CashBetting)LimitedBettingShopSunderlandCityCouncilBetfredUnit257FawcettStreetSUNDERLANDSR11SESR1,9539531058DoneBrothers(CashBetting)LimitedBettingShopSunderlandCityCouncilBetfredUnit257FawcettStreetSUNDERLANDSR11SESR1,,,,,,
8,"106910691058DoneBrothers(CashBetting)LimitedBettingShopSolihullMetropolitanBoroughCouncilBetfred325ChesterRoad,CastleBromwichBIRMINGHAMB360JGB36",MW: 22.234334165589555,MP: 0.999999797325834,"LADBROKES, 323 CHESTER ROAD CASTLE BROMWICH, BIRMINGHAM, B36 0JG",AN: 1611,Ladbrokes Betting & Gaming Limited,Betting Shop,Solihull Metropolitan Borough Council,"567956791611LadbrokesBetting&GamingLimitedBettingShopSolihullMetropolitanBoroughCouncilLadbrokes323ChesterRoad,CastleBromwichBIRMINGHAMB360JGB36","567956791611LadbrokesBetting&GamingLimitedBettingShopSolihullMetropolitanBoroughCouncilLadbrokes323ChesterRoad,CastleBromwichBIRMINGHAMB360JGB36",,,,,,
9,109210921058DoneBrothers(CashBetting)LimitedBettingShopNeathPortTalbotCountyBoroughCouncilBetfred8/8aNewStreetNEATHSA111RTSA11,MW: 30.189017582371704,MP: 0.9999999991830412,"BETFRED, 8- 8A NEW STREET, NEATH, SA11 1RT",AN: 1058,Done Brothers (Cash Betting) Limited,Betting Shop,Neath Port Talbot County Borough Council,9529521058DoneBrothers(CashBetting)LimitedBettingShopNeathPortTalbotCountyBoroughCouncilBetfred8-8aNewStreetNEATHSA111RTSA11,9529521058DoneBrothers(CashBetting)LimitedBettingShopNeathPortTalbotCountyBoroughCouncilBetfred8-8aNewStreetNEATHSA111RTSA11,,,,,,
10,"111811181058DoneBrothers(CashBetting)LimitedBettingShopGreatYarmouthBoroughCouncilBetfred98A-99HighStreet,GorlestonGREATYARMOUTHNR316RFNR31",MW: 30.189017582371704,MP: 0.9999999991830412,"BETFRED, 98A -99 HIGH STREET GORLESTON, GREAT YARMOUTH, NR31 6RF",AN: 1058,Done Brothers (Cash Betting) Limited,Betting Shop,Great Yarmouth Borough Council,"9519511058DoneBrothers(CashBetting)LimitedBettingShopGreatYarmouthBoroughCouncilBetfred98a-99HighStreet,GorlestonGREATYARMOUTHNR316RFNR31","9519511058DoneBrothers(CashBetting)LimitedBettingShopGreatYarmouthBoroughCouncilBetfred98a-99HighStreet,GorlestonGREATYARMOUTHNR316RFNR31",,,,,,
11,111911191058DoneBrothers(CashBetting)LimitedBettingShopLondonBoroughofLewishamBetfred347-349LeeHighRoadLONDONSE128RUSE12,MW: 27.638389221646683,MP: 0.9999999952135248,"BETFRED, 347 - 349 LEE HIGH ROAD, LONDON, SE12 8RU",AN: 1058,Done Brothers (Cash Betting) Limited,Betting Shop,London Borough of Lewisham,9979971058DoneBrothers(CashBetting)LimitedBettingShopLondonBoroughofLewishamBetfred347-349LeeHighRoadLONDONSE128RUSE12,9979971058DoneBrothers(CashBetting)LimitedBettingShopLondonBoroughofLewishamBetfred347-349LeeHighRoadLONDONSE128RUSE12,,,,,,
12,112011201058DoneBrothers(CashBetting)LimitedBettingShopCambridgeCityCouncilBetfred238CherryHintonRoadCAMBRIDGECB17AUCB1,MW: 33.20224851184593,MP: 0.9999999998988124,"BETFRED, 238 CHERRY HINTON ROAD, CAMBRIDGE, CB1 7AU",AN: 1058,Done Brothers (Cash Betting) Limited,Betting Shop,Cambridge City Council,9499491058DoneBrothers(CashBetting)LimitedBettingShopCambridgeCityCouncilBetfred238CherryHintonRoadCAMBRIDGECB17AUCB1,9499491058DoneBrothers(CashBetting)LimitedBettingShopCambridgeCityCouncilBetfred238CherryHintonRoadCAMBRIDGECB17AUCB1,,,,,,
13,"113311331058DoneBrothers(CashBetting)LimitedBettingShopCambridgeCityCouncilBetfredGuildhallChambers,GuildhallPlaceCAMBRIDGECB23NHCB2",MW: 21.96669784310152,MP: 0.9999997560139828,"BETFRED, GUILDHALL STREET, CAMBRIDGE, CB2 3NH",AN: 1058,Done Brothers (Cash Betting) Limited,Betting Shop,Cambridge City Council,117711771058DoneBrothers(CashBetting)LimitedBettingShopCambridgeCityCouncilBetfredGuildhallStreetCAMBRIDGECB23NHCB2,117711771058DoneBrothers(CashBetting)LimitedBettingShopCambridgeCityCouncilBetfredGuildhallStreetCAMBRIDGECB23NHCB2,,,,,,
14,113511351058DoneBrothers(CashBetting)LimitedBettingShopCityofCardiffCouncilBetfred37-39CarlisleStreetCARDIFFCF242DQCF24,MW: 33.20224851184593,MP: 0.9999999998988124,"BETFRED, 37-39 CARLISLE STREET, CARDIFF, CF24 2DQ",AN: 1058,Done Brothers (Cash Betting) Limited,Betting Shop,City of Cardiff Council,9679671058DoneBrothers(CashBetting)LimitedBettingShopCityofCardiffCouncilBetfred37-39CarlisleStreetCARDIFFCF242DQCF24,9679671058DoneBrothers(CashBetting)LimitedBettingShopCityofCardiffCouncilBetfred37-39CarlisleStreetCARDIFFCF242DQCF24,,,,,,
15,114611461058DoneBrothers(CashBetting)LimitedBettingShopLondonBoroughofBarnetBetfred34BallardsLaneLONDONN32BJN3,MW: 22.234334165589555,MP: 0.999999797325834,"WILLIAM HILL, 36 BALLARDS LANE, LONDON, N3 2BJ",AN: 2752,William Hill Organization Limited,Betting Shop,London Borough of Barnet,892889282752WilliamHillOrganizationLimitedBettingShopLondonBoroughofBarnetWilliamHill36BallardsLaneLONDONN32BJN3,892889282752WilliamHillOrganizationLimitedBettingShopLondonBoroughofBarnetWilliamHill36BallardsLaneLONDONN32BJN3,,,,,,
16,119611961058DoneBrothers(CashBetting)LimitedBettingShopThurrockCouncilBetfred2CalcuttaRoadTILBURYRM187QURM18,MW: 22.234334165589555,MP: 0.999999797325834,"LADBROKES, 22 CALCUTTA ROAD, TILBURY, RM18 7QU",AN: 1611,Ladbrokes Betting & Gaming Limited,Betting Shop,Thurrock Council,522752271611LadbrokesBetting&GamingLimitedBettingShopThurrockCouncilLadbrokes22CalcuttaRoadTILBURYRM187QURM18,522752271611LadbrokesBetting&GamingLimitedBettingShopThurrockCouncilLadbrokes22CalcuttaRoadTILBURYRM187QURM18,,,,,,
17,120912091058DoneBrothers(CashBetting)LimitedBettingShopIpswichBoroughCouncilBetfred330aNactonRoadIPSWICHIP39NAIP3,MW: 27.638389221646683,MP: 0.9999999952135248,"BETFRED, 360 NACTON ROAD, IPSWICH, IP3 9NA",AN: 1058,Done Brothers (Cash Betting) Limited,Betting Shop,Ipswich Borough Council,124812481058DoneBrothers(CashBetting)LimitedBettingShopIpswichBoroughCouncilBetfred360NactonRoadIPSWICHIP39NAIP3,124812481058DoneBrothers(CashBetting)LimitedBettingShopIpswichBoroughCouncilBetfred360NactonRoadIPSWICHIP39NAIP3,,,,,,
18,"1211213144ScottalbionPropertiesLimitedFamilyEntertainmentCentreSouthLakelandDistrictCouncilAquariusAquarius,GlebeRoad,Bowness-On-WindermereWINDERMERELA233HELA23",MW: 22.873197925765,MP: 0.9999998698388818,"AQUARIUS BUILDINGS, AQUARIUS GLEBE ROAD BOWNESS ON WINDERMERE, WINDERMERE, LA23 3HE",AN: 3144,Scottalbion Properties Limited,Adult Gaming Centre,South Lakeland District Council,"1221223144ScottalbionPropertiesLimitedAdultGamingCentreSouthLakelandDistrictCouncilAquariusBuildingsAquarius,GlebeRoad,BownessonWindermereWINDERMERELA233HELA23","1221223144ScottalbionPropertiesLimitedAdultGamingCentreSouthLakelandDistrictCouncilAquariusBuildingsAquarius,GlebeRoad,BownessonWindermereWINDERMERELA233HELA23",,,,,,
19,121812181058DoneBrothers(CashBetting)LimitedBettingShopSouthDerbyshireDistrictCouncilBetfred43aHighStreetSWADLINCOTEDE118JADE11,MW: 26.07771104881933,MP: 0.9999999858802584,"BETFRED, 43A HIGH STREET, SWADLINCOTE, DE11 8JE",AN: 1058,Done Brothers (Cash Betting) Limited,Betting Shop,South Derbyshire District Council,9939931058DoneBrothers(CashBetting)LimitedBettingShopSouthDerbyshireDistrictCouncilBetfred43aHighStreetSWADLINCOTEDE118JEDE11,9939931058DoneBrothers(CashBetting)LimitedBettingShopSouthDerbyshireDistrictCouncilBetfred43aHighStreetSWADLINCOTEDE118JEDE11,,,,,,
20,"122712271058DoneBrothers(CashBetting)LimitedBettingShopStockton-on-TeesBoroughCouncilBetfred39HighStreet,NortonSTOCKTON-ON-TEESTS201AHTS20",MW: 22.234334165589555,MP: 0.999999797325834,"LADBROKES, 29 HIGH STREET NORTON, STOCKTON-ON-TEES, TS20 1AH",AN: 1611,Ladbrokes Betting & Gaming Limited,Betting Shop,Stockton-on-Tees Borough Council,"403740371611LadbrokesBetting&GamingLimitedBettingShopStockton-on-TeesBoroughCouncilLadbrokes29HighStreet,NortonSTOCKTON-ON-TEESTS201AHTS20","403740371611LadbrokesBetting&GamingLimitedBettingShopStockton-on-TeesBoroughCouncilLadbrokes29HighStreet,NortonSTOCKTON-ON-TEESTS201AHTS20",,,,,,
21,123412341058DoneBrothers(CashBetting)LimitedBettingShopLondonBoroughofBarnetBetfred158HighStreetBARNETEN55XPEN5,MW: 22.234334165589555,MP: 0.999999797325834,"LADBROKES, 168 HIGH STREET, BARNET, EN5 5XP",AN: 1611,Ladbrokes Betting & Gaming Limited,Betting Shop,London Borough of Barnet,539253921611LadbrokesBetting&GamingLimitedBettingShopLondonBoroughofBarnetLadbrokes168HighStreetBARNETEN55XPEN5,539253921611LadbrokesBetting&GamingLimitedBettingShopLondonBoroughofBarnetLadbrokes168HighStreetBARNETEN55XPEN5,,,,,,
22,"1261263181ClactonPavilionPLCAdultGamingCentreTendringDistrictCouncilArmstrong'sRestaurantAGC2,PierGapCLACTON-ON-SEACO151PSCO15",MW: 26.820290867599866,MP: 0.999999991561059,"THE PAVILION, AGC1 PIER GAP, CLACTON-ON-SEA, CO15 1PS",AN: 3181,Clacton Pavilion PLC,Adult Gaming Centre,Tendring District Council,"758975893181ClactonPavilionPLCAdultGamingCentreTendringDistrictCouncilThePavilionAGC1,PierGapCLACTON-ON-SEACO151PSCO15","758975893181ClactonPavilionPLCAdultGamingCentreTendringDistrictCouncilThePavilionAGC1,PierGapCLACTON-ON-SEACO151PSCO15",,,,,,
23,"127112711058DoneBrothers(CashBetting)LimitedBettingShopTamesideMetropolitanBoroughCouncilBetfredUnit16C,KatherineStreet,ArcadesShoppingCentreASHTON-UNDER-LYNEOL67JEOL6",MW: 30.189017582371704,MP: 0.9999999991830412,"BETFRED, UNIT 16A KATHERINE STREET ARCADES SHOPPING CENTRE, ASHTON-UNDER-LYNE, OL6 7JE",AN: 1058,Done Brothers (Cash Betting) Limited,Betting Shop,Tameside Metropolitan Borough Council,"129312931058DoneBrothers(CashBetting)LimitedBettingShopTamesideMetropolitanBoroughCouncilBetfredUnit16A,KatherineStreet,ArcadesShoppingCentreASHTON-UNDER-LYNEOL67JEOL6","129312931058DoneBrothers(CashBetting)LimitedBettingShopTamesideMetropolitanBoroughCouncilBetfredUnit16A,KatherineStreet,ArcadesShoppingCentreASHTON-UNDER-LYNEOL67JEOL6",,,,,,
24,131913191058DoneBrothers(CashBetting)LimitedBettingShopSunderlandCityCouncilBetfred29ACrowtreeRoadSUNDERLANDSR13JUSR1,MW: 23.85110051395393,MP: 0.9999999339149402,"QUICKSILVER, 29A CROWTREE ROAD, SUNDERLAND, SR1 3JU",AN: 1191,Talarius Limited,Adult Gaming Centre,Sunderland City Council,702870281191TalariusLimitedAdultGamingCentreSunderlandCityCouncilQuicksilver29ACrowtreeRoadSUNDERLANDSR13JUSR1,702870281191TalariusLimitedAdultGamingCentreSunderlandCityCouncilQuicksilver29ACrowtreeRoadSUNDERLANDSR13JUSR1,,,,,,
25,"132913291058DoneBrothers(CashBetting)LimitedBettingShopWestDevonBoroughCouncilBetfred1ChurchCourt,St.JamesStreetOKEHAMPTONEX201DJEX20",MW: 27.638389221646683,MP: 0.9999999952135248,"BETFRED, 1-2 CHURCH COURT ST. JAMES STREET, OKEHAMPTON, EX20 1DJ",AN: 1058,Done Brothers (Cash Betting) Limited,Betting Shop,West Devon Borough Council,"138613861058DoneBrothers(CashBetting)LimitedBettingShopWestDevonBoroughCouncilBetfred1-2ChurchCourt,St.JamesStreetOKEHAMPTONEX201DJEX20","138613861058DoneBrothers(CashBetting)LimitedBettingShopWestDevonBoroughCouncilBetfred1-2ChurchCourt,St.JamesStreetOKEHAMPTONEX201DJEX20",,,,,,
26,133513351058DoneBrothers(CashBetting)LimitedBettingShopWestminsterCityCouncilBetfred32GerrardStreetLONDONW1D6JAW1D,MW: 23.85110051395393,MP: 0.9999999339149402,"SILVERTIME AMUSEMENTS, 32 GERRARD STREET, LONDON, W1D 6JA",AN: 2913,Silvertime Amusements Limited,Adult Gaming Centre,Westminster City Council,742274222913SilvertimeAmusementsLimitedAdultGamingCentreWestminsterCityCouncilSilvertimeAmusements32GerrardStreetLONDONW1D6JAW1D,742274222913SilvertimeAmusementsLimitedAdultGamingCentreWestminsterCityCouncilSilvertimeAmusements32GerrardStreetLONDONW1D6JAW1D,,,,,,
27,"134513451058DoneBrothers(CashBetting)LimitedBettingShopPowysCountyCouncilBetfred3-5StationRoad,YstradgynlaisSWANSEASA91NTSA9",MW: 21.96669784310152,MP: 0.9999997560139828,"BETFRED, 30 STATION ROAD, SWANSEA, SA9 1NT",AN: 1058,Done Brothers (Cash Betting) Limited,Betting Shop,Powys County Council,5975971058DoneBrothers(CashBetting)LimitedBettingShopPowysCountyCouncilBetfred30StationRoadSWANSEASA91NTSA9,5975971058DoneBrothers(CashBetting)LimitedBettingShopPowysCountyCouncilBetfred30StationRoadSWANSEASA91NTSA9,,,,,,
28,137813781058DoneBrothers(CashBetting)LimitedBettingShopArunDistrictCouncilBetfred50HighStreetBOGNORREGISPO211SPPO21,MW: 22.234334165589555 / MW: 22.234334165589555,MP: 0.999999797325834 / MP: 0.999999797325834,"WILLIAM HILL, 58 HIGH STREET, BOGNOR REGIS, PO21 1SP / LADBROKES, 52 HIGH STREET, BOGNOR REGIS, PO21 1SP",AN: 2752 / AN: 1611,William Hill Organization Limited / Ladbrokes Betting & Gaming Limited,Betting Shop / Betting Shop,Arun District Council / Arun District Council,783778372752WilliamHillOrganizationLimitedBettingShopArunDistrictCouncilWilliamHill58HighStreetBOGNORREGISPO211SPPO21 / 390939091611LadbrokesBetting&GamingLimitedBettingShopArunDistrictCouncilLadbrokes52HighStreetBOGNORREGISPO211SPPO21,783778372752WilliamHillOrganizationLimitedBettingShopArunDistrictCouncilWilliamHill58HighStreetBOGNORREGISPO211SPPO21,390939091611LadbrokesBetting&GamingLimitedBettingShopArunDistrictCouncilLadbrokes52HighStreetBOGNORREGISPO211SPPO21,,,,,merge and remove
29,"1411412665TeenSpiritLimitedBingoEastLindseyDistrictCouncilBJ'sLeisureLtd,SeaLaneIngoldmellsSKEGNESSPE251PGPE25",MW: 23.85110051395393 / MW: 23.85110051395393 / MW: 23.85110051395393,MP: 0.9999999339149402 / MP: 0.9999999339149402 / MP: 0.9999999339149402,"PLANET FUN SEA LANE, INGOLDMELLS, SKEGNESS, PE25 1PG / PLANET FUN SEA LANE, INGOLDMELLS, SKEGNESS, PE25 1PG / PLANET FUN SEA LANE, INGOLDMELLS, SKEGNESS, PE25 1PG",AN: 41626 / AN: 41626 / AN: 41626,Funworld Limited / Funworld Limited / Funworld Limited,Adult Gaming Centre / Family Entertainment Centre / Other,East Lindsey District Council / East Lindsey District Council / East Lindsey District Council,"6922692241626FunworldLimitedAdultGamingCentreEastLindseyDistrictCouncilPlanetFun,SeaLaneIngoldmellsSKEGNESSPE251PGPE25 / 6923692341626FunworldLimitedFamilyEntertainmentCentreEastLindseyDistrictCouncilPlanetFun,SeaLaneIngoldmellsSKEGNESSPE251PGPE25 / 6924692441626FunworldLimitedOtherEastLindseyDistrictCouncilPlanetFun,SeaLaneIngoldmellsSKEGNESSPE251PGPE25","6922692241626FunworldLimitedAdultGamingCentreEastLindseyDistrictCouncilPlanetFun,SeaLaneIngoldmellsSKEGNESSPE251PGPE25","6923692341626FunworldLimitedFamilyEntertainmentCentreEastLindseyDistrictCouncilPlanetFun,SeaLaneIngoldmellsSKEGNESSPE251PGPE25","6924692441626FunworldLimitedOtherEastLindseyDistrictCouncilPlanetFun,SeaLaneIngoldmellsSKEGNESSPE251PGPE25",,,,merge and remove
30,141514151058DoneBrothers(CashBetting)LimitedBettingShopLondonBoroughofWalthamForestBetfred787HighRoadLeytonstoneLONDONE113AJE11,MW: 23.064480119345117,MP: 0.9999998860013783,"BETFRED, 785 HIGH ROAD LEYTONSTONE, LONDON, E11 4QS",AN: 1058,Done Brothers (Cash Betting) Limited,Betting Shop,London Borough of Waltham Forest,5025021058DoneBrothers(CashBetting)LimitedBettingShopLondonBoroughofWalthamForestBetfred785HighRoadLeytonstoneLONDONE114QSE11,5025021058DoneBrothers(CashBetting)LimitedBettingShopLondonBoroughofWalthamForestBetfred785HighRoadLeytonstoneLONDONE114QSE11,,,,,,
31,142414241058DoneBrothers(CashBetting)LimitedBettingShopLondonBoroughofHounslowBetfred71HighStreetHOUNSLOWTW31RBTW3,MW: 33.20224851184593,MP: 0.9999999998988124,"BETFRED, 71 HIGH STREET, HOUNSLOW, TW3 1RB",AN: 1058,Done Brothers (Cash Betting) Limited,Betting Shop,London Borough of Hounslow,165716571058DoneBrothers(CashBetting)LimitedBettingShopLondonBoroughofHounslowBetfred71HighStreetHOUNSLOWTW31RBTW3,165716571058DoneBrothers(CashBetting)LimitedBettingShopLondonBoroughofHounslowBetfred71HighStreetHOUNSLOWTW31RBTW3,,,,,,
32,"142514251058DoneBrothers(CashBetting)LimitedBettingShopLondonBoroughofHounslowBetfred8SpringCorner,HighStreetFELTHAMTW134PATW13",MW: 33.20224851184593,MP: 0.9999999998988124,"BETFRED, 8 SPRING CORNER HIGH STREET, FELTHAM, TW13 4PA",AN: 1058,Done Brothers (Cash Betting) Limited,Betting Shop,London Borough of Hounslow,"166116611058DoneBrothers(CashBetting)LimitedBettingShopLondonBoroughofHounslowBetfred8SpringCorner,HighStreetFELTHAMTW134PATW13","166116611058DoneBrothers(CashBetting)LimitedBettingShopLondonBoroughofHounslowBetfred8SpringCorner,HighStreetFELTHAMTW134PATW13",,,,,,
33,145214521058DoneBrothers(CashBetting)LimitedBettingShopNuneatonandBedworthBoroughCouncilBetfred21-23KingStreetBEDWORTHCV128HSCV12,MW: 21.96669784310152,MP: 0.9999997560139828,"BETFRED, 15 NEWDEGATE STREET, BEDWORTH, CV12 8HS",AN: 1058,Done Brothers (Cash Betting) Limited,Betting Shop,Nuneaton and Bedworth Borough Council,1891891058DoneBrothers(CashBetting)LimitedBettingShopNuneatonandBedworthBoroughCouncilBetfred15NewdegateStreetBEDWORTHCV128HSCV12,1891891058DoneBrothers(CashBetting)LimitedBettingShopNuneatonandBedworthBoroughCouncilBetfred15NewdegateStreetBEDWORTHCV128HSCV12,,,,,,
34,145514551058DoneBrothers(CashBetting)LimitedBettingShopPlymouthCityCouncilBetfred97NewGeorgeStreetPLYMOUTHPL11RQPL1,MW: 23.064480119345117,MP: 0.9999998860013783,"BETFRED, 98 NEW GEORGE STREET, PLYMOUTH, PL1 1RX",AN: 1058,Done Brothers (Cash Betting) Limited,Betting Shop,Plymouth City Council,9189181058DoneBrothers(CashBetting)LimitedBettingShopPlymouthCityCouncilBetfred98NewGeorgeStreetPLYMOUTHPL11RXPL1,9189181058DoneBrothers(CashBetting)LimitedBettingShopPlymouthCityCouncilBetfred98NewGeorgeStreetPLYMOUTHPL11RXPL1,,,,,,
35,15515534439IludoLimitedAdultGamingCentreGloucesterCityCouncilBeLucky27WestgateStreetGLOUCESTERGL12NWGL1,MW: 34.01520477503266,MP: 0.9999999999424026,"SLOTPLAY, 27 WESTGATE STREET, GLOUCESTER, GL1 2NW",AN: 39799,Iludo82 Limited,Adult Gaming Centre,Gloucester City Council,7433743339799Iludo82LimitedAdultGamingCentreGloucesterCityCouncilSlotplay27WestgateStreetGLOUCESTERGL12NWGL1,7433743339799Iludo82LimitedAdultGamingCentreGloucesterCityCouncilSlotplay27WestgateStreetGLOUCESTERGL12NWGL1,,,,,,
36,155315531058DoneBrothers(CashBetting)LimitedBettingShopSelbyDistrictCouncilBetfred65MicklegateSELBYYO84EAYO8,MW: 22.234334165589555 / MW: 21.96669784310152,MP: 0.999999797325834 / MP: 0.9999997560139828,"WILLIAM HILL, 35 MICKLEGATE, SELBY, YO8 4EA / BETFRED, 31-33 MICKLEGATE, SELBY, YO8 4EA",AN: 2752 / AN: 1058,William Hill Organization Limited / Done Brothers (Cash Betting) Limited,Betting Shop / Betting Shop,Selby District Council / Selby District Council,846184612752WilliamHillOrganizationLimitedBettingShopSelbyDistrictCouncilWilliamHill35MicklegateSELBYYO84EAYO8 / 9359351058DoneBrothers(CashBetting)LimitedBettingShopSelbyDistrictCouncilBetfred31-33MicklegateSELBYYO84EAYO8,846184612752WilliamHillOrganizationLimitedBettingShopSelbyDistrictCouncilWilliamHill35MicklegateSELBYYO84EAYO8,9359351058DoneBrothers(CashBetting)LimitedBettingShopSelbyDistrictCouncilBetfred31-33MicklegateSELBYYO84EAYO8,,,,,merge and remove
37,"155415541058DoneBrothers(CashBetting)LimitedBettingShopSelbyDistrictCouncilBetfred16-18LowStreet,SherburninElmetLEEDSLS256BGLS25",MW: 23.064480119345117,MP: 0.9999998860013783,"BETFRED, 16 -18 LOW STREET SHERBURN IN ELMET, LEEDS, LS25 6BA",AN: 1058,Done Brothers (Cash Betting) Limited,Betting Shop,Selby District Council,"8158151058DoneBrothers(CashBetting)LimitedBettingShopSelbyDistrictCouncilBetfred16-18LowStreet,SherburninElmetLEEDSLS256BALS25","8158151058DoneBrothers(CashBetting)LimitedBettingShopSelbyDistrictCouncilBetfred16-18LowStreet,SherburninElmetLEEDSLS256BALS25",,,,,,
